statut_compte,duree_credit_mois,historique_credit,motif_pret,montant_credit_eur,epargne,anciennete_emploi,taux_effort_pct,statut_personnel,autres_debiteurs,duree_residence_ans,patrimoine,age_annees,autres_plans_paiement,logement,nombre_credits_existants,profession,personnes_a_charge,telephone,travailleur_etranger,statut_defaut_brut,statut_defaut,probabilite_defaut_pct,decision_credit,client_id
A12,24,A32,A42,4351,A65,A73,1,A92,A101,4,A122,48,A143,A152,1,A172,1,A192,A201,1,0,29.2,✅ ACCORDÉ,GER-CLI-1317
A14,12,A34,A46,701,A61,A73,4,A93,A101,2,A123,32,A143,A152,2,A173,1,A191,A201,1,0,29.4,✅ ACCORDÉ,GER-CLI-1318
A11,15,A33,A42,3643,A61,A75,1,A92,A101,4,A122,27,A143,A152,2,A172,1,A191,A201,1,0,30.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1319
A12,30,A34,A40,4249,A61,A71,4,A94,A101,2,A123,28,A143,A152,2,A174,1,A191,A201,2,1,56.9,❌ REFUSÉ,GER-CLI-1320
A11,24,A32,A43,1938,A61,A72,4,A91,A101,3,A122,32,A143,A152,1,A173,1,A191,A201,2,1,41.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1321
A11,24,A32,A41,2910,A61,A74,2,A93,A101,1,A124,34,A143,A153,1,A174,1,A192,A201,1,0,34.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1322
A11,18,A32,A42,2659,A64,A73,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,1,0,42.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1323
A14,18,A34,A40,1028,A61,A73,4,A92,A101,3,A121,36,A143,A152,2,A173,1,A191,A201,1,0,32.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1324
A11,8,A34,A40,3398,A61,A74,1,A93,A101,4,A121,39,A143,A152,2,A172,1,A191,A202,1,0,20.9,✅ ACCORDÉ,GER-CLI-1325
A14,12,A34,A42,5801,A65,A75,2,A93,A101,4,A122,49,A143,A151,1,A173,1,A192,A201,1,0,29.9,✅ ACCORDÉ,GER-CLI-1326
A14,24,A32,A40,1525,A64,A74,4,A92,A101,3,A123,34,A143,A152,1,A173,2,A192,A201,1,0,39.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1327
A13,36,A32,A43,4473,A61,A75,4,A93,A101,2,A123,31,A143,A152,1,A173,1,A191,A201,1,0,60.6,❌ REFUSÉ,GER-CLI-1328
A12,6,A32,A43,1068,A61,A75,4,A93,A101,4,A123,28,A143,A152,1,A173,2,A191,A201,1,0,28.5,✅ ACCORDÉ,GER-CLI-1329
A11,24,A34,A41,6615,A61,A71,2,A93,A101,4,A124,75,A143,A153,2,A174,1,A192,A201,1,0,29.2,✅ ACCORDÉ,GER-CLI-1330
A14,18,A34,A46,1864,A62,A73,4,A92,A101,2,A121,30,A143,A152,2,A173,1,A191,A201,2,1,38.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1331
A12,60,A32,A40,7408,A62,A72,4,A92,A101,2,A122,24,A143,A152,1,A174,1,A191,A201,2,1,85.0,❌ REFUSÉ,GER-CLI-1332
A14,48,A34,A41,11590,A62,A73,2,A92,A101,4,A123,24,A141,A151,2,A172,1,A191,A201,2,1,83.2,❌ REFUSÉ,GER-CLI-1333
A11,24,A30,A42,4110,A61,A75,3,A93,A101,4,A124,23,A141,A151,2,A173,2,A191,A201,2,1,49.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1334
A11,6,A34,A42,3384,A61,A73,1,A91,A101,4,A121,44,A143,A151,1,A174,1,A192,A201,2,1,18.4,✅ ACCORDÉ,GER-CLI-1335
A12,13,A32,A43,2101,A61,A72,2,A92,A103,4,A122,23,A143,A152,1,A172,1,A191,A201,1,0,29.8,✅ ACCORDÉ,GER-CLI-1336
A11,15,A32,A44,1275,A65,A73,4,A92,A101,2,A123,24,A143,A151,1,A173,1,A191,A201,2,1,36.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1337
A11,24,A32,A42,4169,A61,A73,4,A93,A101,4,A122,28,A143,A152,1,A173,1,A191,A201,1,0,52.1,❌ REFUSÉ,GER-CLI-1338
A12,10,A32,A42,1521,A61,A73,4,A91,A101,2,A123,31,A143,A152,1,A172,1,A191,A201,1,0,31.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1339
A12,24,A34,A46,5743,A61,A72,2,A92,A101,4,A124,24,A143,A153,2,A173,1,A192,A201,1,0,50.0,❌ REFUSÉ,GER-CLI-1340
A11,21,A32,A42,3599,A61,A74,1,A92,A101,4,A123,26,A143,A151,1,A172,1,A191,A201,1,0,34.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1341
A12,18,A32,A43,3213,A63,A72,1,A94,A101,3,A121,25,A143,A151,1,A173,1,A191,A201,1,0,31.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1342
A12,18,A32,A49,4439,A61,A75,1,A93,A102,1,A121,33,A141,A152,1,A174,1,A192,A201,1,0,32.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1343
A13,10,A32,A40,3949,A61,A72,1,A93,A103,1,A122,37,A143,A152,1,A172,2,A191,A201,1,0,24.1,✅ ACCORDÉ,GER-CLI-1344
A14,15,A34,A43,1459,A61,A73,4,A92,A101,2,A123,43,A143,A152,1,A172,1,A191,A201,1,0,29.1,✅ ACCORDÉ,GER-CLI-1345
A12,13,A34,A43,882,A61,A72,4,A93,A103,4,A121,23,A143,A152,2,A173,1,A191,A201,1,0,34.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1346
A12,24,A32,A43,3758,A63,A71,1,A92,A101,4,A124,23,A143,A151,1,A171,1,A191,A201,1,0,38.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1347
A14,6,A33,A49,1743,A62,A73,1,A93,A101,2,A121,34,A143,A152,2,A172,1,A191,A201,1,0,17.7,✅ ACCORDÉ,GER-CLI-1348
A12,9,A34,A46,1136,A64,A75,4,A93,A101,3,A124,32,A143,A153,2,A173,2,A191,A201,2,1,28.9,✅ ACCORDÉ,GER-CLI-1349
A14,9,A32,A44,1236,A61,A72,1,A92,A101,4,A121,23,A143,A151,1,A173,1,A192,A201,1,0,21.3,✅ ACCORDÉ,GER-CLI-1350
A12,9,A32,A42,959,A61,A73,1,A92,A101,2,A123,29,A143,A152,1,A173,1,A191,A202,2,1,18.8,✅ ACCORDÉ,GER-CLI-1351
A14,18,A34,A41,3229,A65,A71,2,A93,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,1,0,30.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1352
A11,12,A30,A43,6199,A61,A73,4,A93,A101,2,A122,28,A143,A151,2,A173,1,A192,A201,2,1,50.7,❌ REFUSÉ,GER-CLI-1353
A14,10,A32,A46,727,A63,A75,4,A93,A101,4,A124,46,A143,A153,1,A173,1,A192,A201,1,0,23.0,✅ ACCORDÉ,GER-CLI-1354
A12,24,A32,A40,1246,A61,A72,4,A93,A101,2,A121,23,A142,A152,1,A172,1,A191,A201,2,1,43.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1355
A14,12,A34,A43,2331,A65,A75,1,A93,A102,4,A121,49,A143,A152,1,A173,1,A192,A201,1,0,17.2,✅ ACCORDÉ,GER-CLI-1356
A14,36,A33,A43,4463,A61,A73,4,A93,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,2,1,62.9,❌ REFUSÉ,GER-CLI-1357
A14,12,A32,A43,776,A61,A73,4,A94,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,1,0,31.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1358
A11,30,A32,A42,2406,A61,A74,4,A92,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,2,1,52.5,❌ REFUSÉ,GER-CLI-1359
A12,18,A32,A46,1239,A65,A73,4,A93,A101,4,A124,61,A143,A153,1,A173,1,A191,A201,1,0,23.3,✅ ACCORDÉ,GER-CLI-1360
A13,12,A32,A43,3399,A65,A75,2,A93,A101,3,A123,37,A143,A152,1,A174,1,A191,A201,1,0,27.5,✅ ACCORDÉ,GER-CLI-1361
A13,12,A33,A40,2247,A61,A73,2,A92,A101,2,A123,36,A142,A152,2,A173,1,A192,A201,1,0,24.5,✅ ACCORDÉ,GER-CLI-1362
A14,6,A32,A42,1766,A61,A73,1,A94,A101,2,A122,21,A143,A151,1,A173,1,A191,A201,1,0,21.8,✅ ACCORDÉ,GER-CLI-1363
A11,18,A32,A42,2473,A61,A71,4,A93,A101,1,A123,25,A143,A152,1,A171,1,A191,A201,2,1,42.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1364
A14,12,A32,A49,1542,A61,A74,2,A93,A101,4,A123,36,A143,A152,1,A173,1,A192,A201,1,0,22.6,✅ ACCORDÉ,GER-CLI-1365
A14,18,A34,A41,3850,A61,A74,3,A93,A101,1,A123,27,A143,A152,2,A173,1,A191,A201,1,0,42.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1366
A11,18,A32,A42,3650,A61,A72,1,A92,A101,4,A123,22,A143,A151,1,A173,1,A191,A201,1,0,34.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1367
A11,36,A32,A42,3446,A61,A75,4,A93,A101,2,A123,42,A143,A152,1,A173,2,A191,A201,2,1,51.4,❌ REFUSÉ,GER-CLI-1368
A12,18,A32,A42,3001,A61,A74,2,A92,A101,4,A121,40,A143,A151,1,A173,1,A191,A201,1,0,28.7,✅ ACCORDÉ,GER-CLI-1369
A14,36,A32,A40,3079,A65,A73,4,A93,A101,4,A121,36,A143,A152,1,A173,1,A191,A201,1,0,53.0,❌ REFUSÉ,GER-CLI-1370
A14,18,A34,A43,6070,A61,A75,3,A93,A101,4,A123,33,A143,A152,2,A173,1,A192,A201,1,0,47.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1371
A14,10,A34,A42,2146,A61,A72,1,A92,A101,3,A121,23,A143,A151,2,A173,1,A191,A201,1,0,24.3,✅ ACCORDÉ,GER-CLI-1372
A14,60,A34,A40,13756,A65,A75,2,A93,A101,4,A124,63,A141,A153,1,A174,1,A192,A201,1,0,81.8,❌ REFUSÉ,GER-CLI-1373
A12,60,A31,A410,14782,A62,A75,3,A92,A101,4,A124,60,A141,A153,2,A174,1,A192,A201,2,1,87.2,❌ REFUSÉ,GER-CLI-1374
A11,48,A31,A49,7685,A61,A74,2,A92,A103,4,A123,37,A143,A151,1,A173,1,A191,A201,2,1,68.0,❌ REFUSÉ,GER-CLI-1375
A14,18,A33,A43,2320,A61,A71,2,A94,A101,3,A121,34,A143,A152,2,A173,1,A191,A201,1,0,29.1,✅ ACCORDÉ,GER-CLI-1376
A14,7,A33,A43,846,A65,A75,3,A93,A101,4,A124,36,A143,A153,1,A173,1,A191,A201,1,0,21.7,✅ ACCORDÉ,GER-CLI-1377
A12,36,A32,A40,14318,A61,A75,4,A93,A101,2,A124,57,A143,A153,1,A174,1,A192,A201,2,1,80.0,❌ REFUSÉ,GER-CLI-1378
A14,6,A34,A40,362,A62,A73,4,A92,A101,4,A123,52,A143,A152,2,A172,1,A191,A201,1,0,18.2,✅ ACCORDÉ,GER-CLI-1379
A11,20,A32,A42,2212,A65,A74,4,A93,A101,4,A123,39,A143,A152,1,A173,1,A192,A201,1,0,36.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1380
A12,18,A32,A41,12976,A61,A71,3,A92,A101,4,A124,38,A143,A153,1,A174,1,A192,A201,2,1,69.6,❌ REFUSÉ,GER-CLI-1381
A14,22,A32,A40,1283,A65,A74,4,A92,A101,4,A122,25,A143,A151,1,A173,1,A191,A201,1,0,41.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1382
A13,12,A32,A40,1330,A61,A72,4,A93,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,1,0,34.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1383
A14,30,A33,A49,4272,A62,A73,2,A93,A101,2,A122,26,A143,A152,2,A172,1,A191,A201,1,0,48.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1384
A14,18,A34,A43,2238,A61,A73,2,A92,A101,1,A123,25,A143,A152,2,A173,1,A191,A201,1,0,32.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1385
A14,18,A32,A43,1126,A65,A72,4,A92,A101,2,A121,21,A143,A151,1,A173,1,A192,A201,1,0,39.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1386
A12,18,A34,A42,7374,A61,A71,4,A93,A101,4,A122,40,A142,A152,2,A174,1,A192,A201,1,0,53.6,❌ REFUSÉ,GER-CLI-1387
A12,15,A34,A49,2326,A63,A73,2,A93,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,1,0,30.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1388
A14,9,A32,A49,1449,A61,A74,3,A92,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,1,0,27.8,✅ ACCORDÉ,GER-CLI-1389
A14,18,A32,A40,1820,A61,A73,2,A94,A101,2,A122,30,A143,A152,1,A174,1,A192,A201,1,0,29.2,✅ ACCORDÉ,GER-CLI-1390
A12,12,A32,A42,983,A64,A72,1,A92,A101,4,A121,19,A143,A151,1,A172,1,A191,A201,1,0,23.6,✅ ACCORDÉ,GER-CLI-1391
A11,36,A32,A40,3249,A61,A74,2,A93,A101,4,A124,39,A141,A153,1,A174,2,A192,A201,1,0,42.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1392
A11,6,A34,A43,1957,A61,A74,1,A92,A101,4,A123,31,A143,A152,1,A173,1,A191,A201,1,0,19.1,✅ ACCORDÉ,GER-CLI-1393
A14,9,A34,A42,2406,A61,A71,2,A93,A101,3,A123,31,A143,A152,1,A174,1,A191,A201,1,0,25.2,✅ ACCORDÉ,GER-CLI-1394
A12,39,A33,A46,11760,A62,A74,2,A93,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,1,0,76.7,❌ REFUSÉ,GER-CLI-1395
A11,12,A32,A42,2578,A61,A71,3,A92,A101,4,A124,55,A143,A153,1,A174,1,A191,A201,1,0,22.2,✅ ACCORDÉ,GER-CLI-1396
A11,36,A34,A42,2348,A61,A73,3,A94,A101,2,A122,46,A143,A152,2,A173,1,A192,A201,1,0,40.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1397
A12,12,A32,A40,1223,A61,A75,1,A91,A101,1,A121,46,A143,A151,2,A173,1,A191,A201,2,1,15.8,✅ ACCORDÉ,GER-CLI-1398
A14,24,A34,A43,1516,A64,A73,4,A92,A101,1,A121,43,A143,A152,2,A172,1,A191,A201,1,0,35.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1399
A14,18,A32,A43,1473,A61,A72,3,A94,A101,4,A121,39,A143,A152,1,A173,1,A192,A201,1,0,28.5,✅ ACCORDÉ,GER-CLI-1400
A12,18,A34,A49,1887,A65,A73,4,A94,A101,4,A121,28,A141,A152,2,A173,1,A191,A201,1,0,39.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1401
A14,24,A33,A49,8648,A61,A72,2,A93,A101,2,A123,27,A141,A152,2,A173,1,A192,A201,2,1,59.3,❌ REFUSÉ,GER-CLI-1402
A14,14,A33,A40,802,A61,A73,4,A93,A101,2,A123,27,A143,A152,2,A172,1,A191,A201,1,0,33.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1403
A12,18,A33,A40,2899,A65,A75,4,A93,A101,4,A123,43,A143,A152,1,A173,2,A191,A201,1,0,35.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1404
A12,24,A32,A43,2039,A61,A72,1,A94,A101,1,A122,22,A143,A152,1,A173,1,A192,A201,2,1,32.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1405
A14,24,A34,A41,2197,A65,A74,4,A93,A101,4,A123,43,A143,A152,2,A173,2,A192,A201,1,0,37.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1406
A11,15,A32,A43,1053,A61,A72,4,A94,A101,2,A121,27,A143,A152,1,A173,1,A191,A202,1,0,34.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1407
A14,24,A32,A43,3235,A63,A75,3,A91,A101,2,A123,26,A143,A152,1,A174,1,A192,A201,1,0,44.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1408
A13,12,A34,A40,939,A63,A74,4,A94,A101,2,A121,28,A143,A152,3,A173,1,A192,A201,2,1,31.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1409
A12,24,A32,A43,1967,A61,A75,4,A92,A101,4,A123,20,A143,A152,1,A173,1,A192,A201,1,0,47.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1410
A14,33,A34,A41,7253,A61,A74,3,A93,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,1,0,61.7,❌ REFUSÉ,GER-CLI-1411
A14,12,A34,A49,2292,A61,A71,4,A93,A101,2,A123,42,A142,A152,2,A174,1,A192,A201,2,1,30.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1412
A14,10,A32,A40,1597,A63,A73,3,A93,A101,2,A124,40,A143,A151,1,A172,2,A191,A202,1,0,23.9,✅ ACCORDÉ,GER-CLI-1413
A11,24,A32,A40,1381,A65,A73,4,A92,A101,2,A122,35,A143,A152,1,A173,1,A191,A201,2,1,38.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1414
A14,36,A34,A41,5842,A61,A75,2,A93,A101,2,A122,35,A143,A152,2,A173,2,A192,A201,1,0,53.9,❌ REFUSÉ,GER-CLI-1415
A11,12,A32,A40,2579,A61,A72,4,A93,A101,1,A121,33,A143,A152,1,A172,2,A191,A201,2,1,35.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1416
A11,18,A33,A46,8471,A65,A73,1,A92,A101,2,A123,23,A143,A151,2,A173,1,A192,A201,1,0,51.3,❌ REFUSÉ,GER-CLI-1417
A14,21,A32,A40,2782,A63,A74,1,A92,A101,2,A123,31,A141,A152,1,A174,1,A191,A201,1,0,29.5,✅ ACCORDÉ,GER-CLI-1418
A12,18,A32,A40,1042,A65,A73,4,A92,A101,2,A122,33,A143,A152,1,A173,1,A191,A201,2,1,34.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1419
A14,15,A32,A40,3186,A64,A74,2,A92,A101,3,A123,20,A143,A151,1,A173,1,A191,A201,1,0,36.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1420
A12,12,A32,A41,2028,A65,A73,4,A93,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,1,0,34.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1421
A12,12,A34,A40,958,A61,A74,2,A93,A101,3,A121,47,A143,A152,2,A172,2,A191,A201,1,0,17.7,✅ ACCORDÉ,GER-CLI-1422
A14,21,A33,A42,1591,A62,A74,4,A93,A101,3,A121,34,A143,A152,2,A174,1,A191,A201,1,0,37.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1423
A12,12,A32,A42,2762,A65,A75,1,A92,A101,2,A122,25,A141,A152,1,A173,1,A192,A201,2,1,26.4,✅ ACCORDÉ,GER-CLI-1424
A12,18,A32,A41,2779,A61,A73,1,A94,A101,3,A123,21,A143,A151,1,A173,1,A192,A201,1,0,31.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1425
A14,28,A34,A43,2743,A61,A75,4,A93,A101,2,A123,29,A143,A152,2,A173,1,A191,A201,1,0,49.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1426
A14,18,A34,A43,1149,A64,A73,4,A93,A101,3,A121,46,A143,A152,2,A173,1,A191,A201,1,0,28.7,✅ ACCORDÉ,GER-CLI-1427
A14,9,A32,A42,1313,A61,A75,1,A93,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,1,0,22.6,✅ ACCORDÉ,GER-CLI-1428
A11,18,A34,A45,1190,A61,A71,2,A92,A101,4,A124,55,A143,A153,3,A171,2,A191,A201,2,1,18.5,✅ ACCORDÉ,GER-CLI-1429
A14,5,A32,A49,3448,A61,A74,1,A93,A101,4,A121,74,A143,A152,1,A172,1,A191,A201,1,0,10.8,✅ ACCORDÉ,GER-CLI-1430
A12,24,A32,A410,11328,A61,A73,2,A93,A102,3,A123,29,A141,A152,2,A174,1,A192,A201,2,1,67.7,❌ REFUSÉ,GER-CLI-1431
A11,6,A34,A42,1872,A61,A71,4,A93,A101,4,A124,36,A143,A153,3,A174,1,A192,A201,1,0,27.7,✅ ACCORDÉ,GER-CLI-1432
A14,24,A34,A45,2058,A61,A73,4,A91,A101,2,A121,33,A143,A152,2,A173,1,A192,A201,1,0,41.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1433
A11,9,A32,A42,2136,A61,A73,3,A93,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,1,0,30.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1434
A12,12,A32,A43,1484,A65,A73,2,A94,A101,1,A121,25,A143,A152,1,A173,1,A192,A201,2,1,26.6,✅ ACCORDÉ,GER-CLI-1435
A14,6,A32,A45,660,A63,A74,2,A94,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,1,0,21.7,✅ ACCORDÉ,GER-CLI-1436
A14,24,A34,A40,1287,A64,A75,4,A92,A101,4,A121,37,A143,A152,2,A173,1,A192,A201,1,0,37.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1437
A11,42,A34,A45,3394,A61,A71,4,A93,A102,4,A123,65,A143,A152,2,A171,1,A191,A201,1,0,44.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1438
A13,12,A31,A49,609,A61,A72,4,A92,A101,1,A121,26,A143,A152,1,A171,1,A191,A201,2,1,31.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1439
A14,12,A32,A40,1884,A61,A75,4,A93,A101,4,A123,39,A143,A152,1,A174,1,A192,A201,1,0,30.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1440
A11,12,A32,A42,1620,A61,A73,2,A92,A102,3,A122,30,A143,A152,1,A173,1,A191,A201,1,0,25.0,✅ ACCORDÉ,GER-CLI-1441
A12,20,A33,A410,2629,A61,A73,2,A93,A101,3,A123,29,A141,A152,2,A173,1,A192,A201,1,0,33.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1442
A14,12,A32,A46,719,A61,A75,4,A93,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,2,1,25.9,✅ ACCORDÉ,GER-CLI-1443
A12,48,A34,A42,5096,A61,A73,2,A92,A101,3,A123,30,A143,A152,1,A174,1,A192,A201,2,1,62.3,❌ REFUSÉ,GER-CLI-1444
A14,9,A34,A46,1244,A65,A75,4,A92,A101,4,A122,41,A143,A151,2,A172,1,A191,A201,1,0,25.7,✅ ACCORDÉ,GER-CLI-1445
A11,36,A32,A40,1842,A61,A72,4,A92,A101,4,A123,34,A143,A152,1,A173,1,A192,A201,2,1,49.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1446
A12,7,A32,A43,2576,A61,A73,2,A93,A103,2,A121,35,A143,A152,1,A173,1,A191,A201,1,0,23.1,✅ ACCORDÉ,GER-CLI-1447
A13,12,A32,A42,1424,A65,A75,3,A92,A101,4,A121,55,A143,A152,1,A174,1,A192,A201,1,0,19.4,✅ ACCORDÉ,GER-CLI-1448
A12,15,A33,A45,1512,A64,A73,3,A94,A101,3,A122,61,A142,A152,2,A173,1,A191,A201,2,1,19.1,✅ ACCORDÉ,GER-CLI-1449
A14,36,A34,A41,11054,A65,A73,4,A93,A101,2,A123,30,A143,A152,1,A174,1,A192,A201,1,0,80.8,❌ REFUSÉ,GER-CLI-1450
A14,6,A32,A43,518,A61,A73,3,A92,A101,1,A121,29,A143,A152,1,A173,1,A191,A201,1,0,22.8,✅ ACCORDÉ,GER-CLI-1451
A14,12,A30,A42,2759,A61,A75,2,A93,A101,4,A122,34,A143,A152,2,A173,1,A191,A201,1,0,26.8,✅ ACCORDÉ,GER-CLI-1452
A14,24,A32,A41,2670,A61,A75,4,A93,A101,4,A123,35,A143,A152,1,A174,1,A192,A201,1,0,43.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1453
A11,24,A32,A40,4817,A61,A74,2,A93,A102,3,A122,31,A143,A152,1,A173,1,A192,A201,2,1,43.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1454
A14,24,A32,A41,2679,A61,A72,4,A92,A101,1,A124,29,A143,A152,1,A174,1,A192,A201,1,0,46.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1455
A11,11,A34,A40,3905,A61,A73,2,A93,A101,2,A121,36,A143,A151,2,A173,2,A191,A201,1,0,28.8,✅ ACCORDÉ,GER-CLI-1456
A11,12,A32,A41,3386,A61,A75,3,A93,A101,4,A124,35,A143,A153,1,A173,1,A192,A201,2,1,32.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1457
A11,6,A32,A44,343,A61,A72,4,A92,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,1,0,26.7,✅ ACCORDÉ,GER-CLI-1458
A14,18,A32,A43,4594,A61,A72,3,A93,A101,2,A123,32,A143,A152,1,A173,1,A192,A201,1,0,42.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1459
A11,36,A32,A42,3620,A61,A73,1,A93,A103,2,A122,37,A143,A152,1,A173,2,A191,A201,1,0,39.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1460
A11,15,A32,A40,1721,A61,A72,2,A93,A101,3,A121,36,A143,A152,1,A173,1,A191,A201,1,0,24.8,✅ ACCORDÉ,GER-CLI-1461
A12,12,A32,A42,3017,A61,A72,3,A92,A101,1,A121,34,A143,A151,1,A174,1,A191,A201,1,0,31.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1462
A12,12,A32,A48,754,A65,A75,4,A93,A101,4,A122,38,A143,A152,2,A173,1,A191,A201,1,0,27.2,✅ ACCORDÉ,GER-CLI-1463
A14,18,A32,A49,1950,A61,A74,4,A93,A101,1,A123,34,A142,A152,2,A173,1,A192,A201,1,0,36.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1464
A11,24,A32,A41,2924,A61,A73,3,A93,A103,4,A124,63,A141,A152,1,A173,2,A192,A201,1,0,26.9,✅ ACCORDÉ,GER-CLI-1465
A11,24,A33,A43,1659,A61,A72,4,A92,A101,2,A123,29,A143,A151,1,A172,1,A192,A201,2,1,42.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1466
A14,48,A33,A43,7238,A65,A75,3,A93,A101,3,A123,32,A141,A152,2,A173,2,A191,A201,1,0,72.8,❌ REFUSÉ,GER-CLI-1467
A14,33,A33,A49,2764,A61,A73,2,A92,A101,2,A123,26,A143,A152,2,A173,1,A192,A201,1,0,44.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1468
A14,24,A33,A41,4679,A61,A74,3,A93,A101,3,A123,35,A143,A152,2,A172,1,A192,A201,1,0,45.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1469
A12,24,A32,A43,3092,A62,A72,3,A94,A101,2,A123,22,A143,A151,1,A173,1,A192,A201,2,1,46.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1470
A11,6,A32,A46,448,A61,A72,4,A92,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,2,1,28.6,✅ ACCORDÉ,GER-CLI-1471
A11,9,A32,A40,654,A61,A73,4,A93,A101,3,A123,28,A143,A152,1,A172,1,A191,A201,2,1,29.1,✅ ACCORDÉ,GER-CLI-1472
A14,6,A32,A48,1238,A65,A71,4,A93,A101,4,A122,36,A143,A152,1,A174,2,A192,A201,1,0,25.8,✅ ACCORDÉ,GER-CLI-1473
A12,18,A34,A43,1245,A61,A73,4,A94,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,2,1,34.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1474
A11,18,A30,A42,3114,A61,A72,1,A92,A101,4,A122,26,A143,A151,1,A173,1,A191,A201,2,1,30.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1475
